iter	RMSE
264	978.4758079
265	976.765509
266	975.7050827
267	974.6277625
268	972.7979511
269	972.0442234
270	969.9647122
271	968.7764092
272	967.5905152
273	965.8591762
274	964.7379221
275	963.7401763
276	962.872078
277	961.7851403
278	960.7778205
279	959.9495933
280	958.4074187
281	957.796911
282	955.291796
283	953.7923369
284	952.9660264
285	951.7181927
286	950.668649
287	949.5323365
288	948.4202044
289	947.5730204
290	946.2342824
291	945.7346577
292	944.7130847
293	943.4758875
294	942.9489408
295	941.7575368
296	941.0729869
297	939.9605346
298	939.2879324
299	938.4917462
300	937.7109924
301	937.2382225
302	936.3783282
303	935.7272092
304	934.595218
305	933.8729003
306	933.4504517
307	931.8662701
308	931.2194677
309	930.373313
310	929.9513383
311	928.98003
312	928.2896184
313	927.7013555
314	927.1033023
315	926.4451398
316	925.8835294
317	925.4590662
318	924.8315688
319	924.0534411
320	923.5052104
321	922.6851949
322	921.310461
323	920.8427365
324	919.7349008
325	918.5951956
326	918.3677268
327	917.7584916
328	916.7288647
329	915.8343093
330	915.0922578
331	914.3574365
332	913.995528
333	913.026754
334	912.6829299
335	912.008278
336	911.8373054
337	911.516841
338	910.3219371
339	909.1395921
340	908.5384371
341	907.4270505
342	906.0679966
343	905.2731475
344	904.7899671
345	904.1958948
346	903.1151635
347	902.404646
348	901.511491
349	900.6434456
350	900.292826
351	899.5735012
352	899.2533538
353	898.3382233
354	898.0328211
355	897.647692
356	897.1830858
357	895.6347724
358	894.7381607
359	894.2247652
360	893.6338269
361	892.2235386
362	890.9631439
363	890.3782739
364	890.1048566
365	889.561283
366	888.3865941
367	887.4686056
368	887.0011063
369	886.5548599
370	886.1287054
371	885.3627647
372	884.9744424
373	884.5715743
374	884.139809
375	883.371197
376	882.9858293
377	882.2807195
378	881.4322093
379	880.4948776
380	879.715436
381	879.3467021
382	879.0751139
383	878.7102556
384	878.1419884
385	877.1445446
386	876.5381328
387	876.1816252
388	875.4168406
389	875.1759537
390	874.1620519
391	873.826793
392	872.9543595
393	872.7262234
394	872.3550975
395	871.6132509
396	870.8538785
397	870.3451828
398	869.3528819
399	868.9988068
400	868.1907238
401	868.1588498
402	867.2460748
403	866.7670603
404	866.2273617
405	865.4493667
406	864.7091908
407	864.2012261
408	863.7299427
409	863.4188689
410	862.8235009
411	862.2583328
412	861.1164795
413	860.4511563
414	860.0683157
415	859.4070573
416	858.9061568
417	858.5458816
418	857.8673019
419	857.3849513
420	856.4153145
421	855.3631867
422	855.0443558
423	854.649172
424	854.2538497
425	853.9496299
426	853.5504884
427	853.2150845
428	852.7747085
429	852.259446
430	851.8701739
431	851.3293088
432	850.89842
433	850.6631237
434	850.3645624
435	850.2262422
436	849.2713239
437	848.822397
438	848.3795559
439	847.4861712
440	847.0438174
441	846.0717225
442	845.4648524
443	845.3416972
444	844.904308
445	844.6099188
446	844.02916
447	843.5891909
448	843.1770567
449	842.71579
450	842.2122536
451	841.2963509
452	840.5341289
453	840.1642242
454	839.5091035
455	838.7948952
456	838.0520479
457	837.112316
458	836.7648924
459	836.438102
460	835.6280579
461	834.8310744
462	834.4390302
463	833.7000545
464	833.2356925
465	832.6793201
466	832.1615272
467	831.6338071
468	830.9268547
469	830.4011163
470	830.0581784
471	829.3891655
472	828.9505649
473	828.6017431
474	827.7589992
475	827.16701
476	826.8375841
477	826.3684181
478	825.9303557
479	825.3465921
480	824.8518467
481	824.5410883
482	824.2409047
483	823.8877753
484	823.2544485
485	822.5079927
486	821.8245575
487	821.3591825
488	821.0705206
489	820.6203173
490	819.7816539
491	819.3957522
492	818.7877102
493	818.5259567
494	817.801832
495	817.1755441
496	816.4136249
497	815.6329499
498	814.824303
499	814.2860769
500	813.6691338
501	813.1185744
502	812.5866166
503	811.9178628
504	811.3787768
505	810.4866673
506	810.1821629
507	809.8715807
508	809.1183596
509	808.3730347
510	807.8807073
511	807.4185203
512	806.8609633
513	806.4220513
514	805.8804276
515	805.3193639
516	804.8991921
517	804.5703458
518	803.9729948
519	803.2777212
520	802.5797216
521	801.9186172
522	801.3715916
523	800.7305915
524	800.3990371
525	799.7714239
526	799.4821762
527	799.2626533
528	798.9907696
529	798.4754947
530	798.1205449
531	797.6395068
532	797.2499276
533	796.9373742
534	796.3501014
535	795.2830444
536	794.8107292
537	794.1483551
538	793.8621441
539	793.4060872
540	792.687961
541	792.3356454
542	791.5826687
543	791.0021438
544	790.377642
545	790.0288585
546	789.6867258
547	789.4401966
548	789.0501816
549	788.7879092
550	788.3574801
551	787.7365949
552	787.3561527
553	786.9491949
554	786.5984942
555	786.1261353
556	785.5330667
557	785.1439192
558	784.7364407
559	784.2230109
560	783.8060959
561	783.4217811
562	783.1219521
563	782.8297674
564	782.4295541
565	782.0858357
566	781.5047973
567	781.1200154
568	780.7241164
569	780.4368498
570	779.8268344
571	779.4452795
572	779.1307012
573	778.7517285
574	778.1756861
575	777.7677579
576	777.2550798
577	776.9648012
578	776.6497012
579	776.435468
580	776.1530939
581	775.591873
582	775.2192888
583	774.6582988
584	774.3922962
585	774.1924863
586	774.0688843
587	773.7227991
588	773.4343411
589	773.0205636
590	772.670023
591	772.3708264
592	772.0212399
593	771.7011753
594	771.4205849
595	770.8713596
596	770.5451809
597	770.217736
598	769.3004687
599	769.0026495
600	768.8859404
601	768.6606381
602	768.407272
603	767.999946
604	767.710825
605	767.494775
606	767.3671645
607	767.0699094
608	766.827167
609	766.5761974
610	766.4700373
611	766.0048507
612	765.687192
613	765.3829303
614	765.2267025
615	764.9111151
616	764.5624874
617	764.0741027
618	763.9789404
619	763.7053834
620	763.363917
621	763.2650828
622	763.0494536
623	762.6854542
624	762.3601726
625	762.0778073
626	761.6449863
627	761.2054179
628	760.9312421
629	760.4228846
630	759.9315496
631	759.8386954
632	759.4173964
633	759.2256584
634	758.9462767
635	758.5270846
636	758.3400759
637	757.8975662
638	757.6825873
639	757.3534219
640	757.1166063
641	756.8076075
642	756.3988385
643	756.0388023
644	755.5874289
645	755.2556613
646	754.8977953
647	754.4039285
648	753.9829794
649	753.7328712
650	753.64931
651	753.363148
652	753.0827432
653	752.6261141
654	752.3224505
655	752.1005717
656	751.973549
657	751.593032
658	751.2637987
659	750.8111176
660	750.4212383
661	750.1556085
662	749.8772883
663	749.4905742
664	749.1810725
665	748.7101536
666	748.3821352
667	747.9105917
668	747.6303976
669	747.2323165
670	747.0659278
671	746.6805799
672	746.4928231
673	746.2629179
674	745.97791
675	745.7181625
676	745.4648423
677	745.0365513
678	744.620666
679	744.33031
680	743.8856272
681	743.6897771
682	743.4006737
683	743.2500537
684	743.0217096
685	742.4955415
686	742.2200064
687	741.9426744
688	741.6877528
689	741.4395093
690	741.1792055
691	741.0040271
692	740.6663353
693	740.4931122
694	740.2440051
695	739.9591252
696	739.7333724
697	739.3802025
698	739.1731506
699	738.7496597
700	738.3258806
701	737.877974
702	737.6430231
703	737.2720159
704	737.040734
705	736.7225642
706	736.5144266
707	736.1507076
708	735.9536016
709	735.7705891
710	735.5712425
711	735.4189801
712	735.1244312
713	734.9215474
714	734.5410819
715	734.2938407
716	733.9108498
717	733.6297344
718	733.3451198
719	733.1085938
720	732.3787307
721	732.2009397
722	732.0199638
723	731.7961564
724	731.4575824
725	731.1818262
726	730.6937509
727	730.5714964
728	730.4025521
729	729.7413548
730	729.3572376
731	729.0272934
732	728.7611162
733	728.4227243
734	728.257445
735	727.9919991
736	727.6748105
737	727.3784678
738	727.2143171
739	726.849181
740	726.6935401
741	726.3239606
742	725.977079
743	725.8536346
744	725.2433482
745	725.009273
746	724.6842144
747	724.2713669
748	724.0515291
749	724.013079
750	723.8561744
751	723.7240993
752	723.6560542
753	723.3654646
754	723.0555596
755	722.7415584
756	722.4999283
757	722.3774526
758	722.1415257
759	721.948958
760	721.7581226
761	721.6987167
762	721.498137
763	721.4354684
764	721.0897601
765	720.7631192
766	720.5026027
767	720.3253534
768	719.9848275
769	719.57184
770	719.3944165
771	719.2235495
772	718.9039271
773	718.7079203
774	718.4212002
775	718.1854006
776	718.0159045
777	717.7023071
778	717.5441
779	717.3678785
780	717.0226832
781	716.8151817
782	716.4496129
783	716.1529959
784	715.8993503
785	715.6947169
786	715.4849848
787	715.137943
788	714.6237827
789	714.2093935
790	713.939085
791	713.7325249
792	713.5384293
793	713.3321797
794	713.1418882
795	712.8933471
796	712.5578522
797	712.1813435
798	711.877777
799	711.6723251
800	711.4139427
801	710.9438983
802	710.6322151
803	710.4926218
804	710.1959506
805	709.9342279
806	709.7179078
807	709.5420627
808	709.3212797
809	709.122137
810	708.9978094
811	708.6871491
812	708.5207994
813	708.4731008
814	708.3045375
815	708.0744629
816	707.8520468
817	707.6428116
818	707.6014731
819	707.3609527
820	707.0783605
821	706.9203982
822	706.8997918
823	706.5176846
824	706.1568846
825	705.8568725
826	705.6704776
827	705.4445725
828	705.1637437
829	704.9795213
830	704.7988546
831	704.4441164
832	704.1171905
833	703.9718543
834	703.7792458
835	703.5336121
836	703.172844
837	703.1160973
838	702.9341872
839	702.7555657
840	702.534751
841	702.294801
842	702.1723931
843	701.9788367
844	701.8922352
845	701.7880023
846	701.6189561
847	701.4090656
848	701.1010319
849	700.872634
850	700.5547882
851	700.3293163
852	700.2700057
853	700.1002264
854	699.8766893
855	699.5779555
856	699.4164962
857	699.3863382
858	698.9098691
859	698.6454651
860	698.4829711
861	698.4345918
862	698.2659127
863	698.0515667
864	697.8988943
865	697.74959
866	697.5460745
867	697.3778534
868	697.2186883
869	697.1072636
870	696.9573417
871	696.5132681
872	696.4436255
873	696.4105197
874	696.1249053
875	695.9117695
876	695.751339
877	695.5266775
878	695.3611168
879	695.2252596
880	695.1979067
881	694.92468
882	694.7303635
883	694.4995071
884	694.3428932
885	694.1811775
886	694.1502179
887	694.0995247
888	693.9326323
889	693.8184684
890	693.6446059
891	693.540023
892	693.3560087
893	693.1620527
894	693.0135144
895	692.8896679
896	692.7082019
897	692.3180768
898	692.1655112
899	691.9690596
900	691.8232742
901	691.5521607
902	691.3602198
903	691.1435971
904	690.9128997
905	690.8853421
906	690.652242
907	690.6037773
908	690.3855649
909	690.0814992
910	690.0691154
911	689.917817
912	689.7777507
913	689.6415656
914	689.5020141
915	689.2890728
916	688.9538637
917	688.8138953
918	688.3686824
919	688.2489021
920	688.2239212
921	688.1998884
922	688.1431866
923	687.9525356
924	687.8265374
925	687.6992001
926	687.6167546
927	687.270832
928	687.2604529
929	686.9833908
930	686.7865226
931	686.4647033
932	686.4546549
933	686.2883392
934	686.2537416
935	686.0722175
936	685.9771805
937	685.847752
938	685.5903769
939	685.4658517
940	685.3259276
941	685.1962255
942	685.1000774
943	684.7961389
944	684.6915622
945	684.6811882
946	684.4894757
947	684.3040754
948	683.8941185
949	683.5892908
950	683.4657848
951	683.3734948
952	683.201296
953	683.0786069
954	682.9380131
955	682.7817958
956	682.6630271
957	682.4427652
958	682.2582046
959	681.8877684
960	681.7919379
961	681.7657376
962	681.7573791
963	681.3654183
964	681.1186035
965	680.9466183
966	680.7935083
967	680.5121449
968	680.3935041
969	680.2227651
970	680.1202
971	679.952651
972	679.7006374
973	679.5826067
974	679.4189404
975	679.2471255
976	679.1077273
977	679.0914193
978	679.0834383
979	678.8843867
980	678.8739064
981	678.7031447
982	678.5685072
983	678.4046309
984	678.3297238
985	678.2023164
986	678.0349984
987	678.0201634
988	677.8467389
989	677.7704949
990	677.6217357
991	677.4542115
992	677.4387207
993	677.419934
994	677.1406745
995	676.7579471
996	676.5957934
997	676.3977546
998	676.2092298
999	676.2025103
